frase,ideologia
"hay que hacerlo cerca de los mexicanos, apoyando su esfuerzo y creatividad para que podamos progresar y vivir en una sociedad más justa y equitativa.",izquierda
la dotación de servicios básicos,derecha
proponemos generar estímulos fiscales dirigidos específicamente al sector femenino de la sociedad.,derecha
visión: hacer efectivos los derechos humanos en todo el territorio nacional.,izquierda
"ampliar stadion la siguiente parada fue stadion, donde no puede pasar desapercibido su gran arco iris pintado en la bóveda de la estación, extendiéndose como si surgiera de la roca misma.",no_politico
españa es parte de su vocación literaria?,no_politico
"queríamos crear una mitología nueva, pero con raíces mexicanas.",no_politico
"el país está lejos de cumplir con la recomendación de los organismos internacionales de invertir, por lo menos, el 1 por ciento del pib en este ámbito fundamental para el desarrollo.",derecha
la producción de energía solar aumentó 14.8 respecto a 2011.,derecha
y gradualmente se están arraigando valores en la sociedad para prever contingencias de todo tipo.,derecha
revisaremos el formato del informe de gobierno para que deje de ser un trámite y se transforme en un auténtico ejercicio democrático de rendición de cuentas.,derecha
"el pvem continuará velando por la protección integral de los manglares así como de los ecosistemas forestales, selváticos y desérticos del país,",derecha
establecer políticas y mecanismos efectivos que garanticen la protección de los derechos de los usuarios de bienes y servicios.,izquierda
"tal categoría se integra por el consumo de energía en el sector transporte 22.2, generación de energía 21.8, otros consumos 4.6, manufactura e industria de la construcción 7.6, y fugitivas 11.1.",derecha
"para lograrlo, nuestro país debe enfrentar una serie de retos, desde la generación de infraestructura que permita llevar la banda ancha a todo el territorio nacional,",izquierda
"así como por la reconstrucción profunda de todas nuestras instituciones educativas, con miras a que cumplan su tarea de dignificación humana, de formación democrática, y de contribución al bienestar nacional.",izquierda
una pobreza y desigualdad que impiden a millones de mexicanos casi la mitad del total de la población acceder a una vida digna.,izquierda
"redefinir la relación estratégica con estados unidos, con un enfoque integral, desarrollado a partir de nuestra interdependencia y vecindad geográfica, y priorizando los intereses nacionales.",izquierda
evaluar y actualizar el marco legal del sector cultural y promover una política de estado en materia de cultura.,izquierda
"por cada 100 mil habitantes se cometieron 4,412 delitos a nivel nacional en el 2001.",izquierda
"debemos incrementar progresivamente las intervenciones para garantizar el acceso de las poblaciones más vulnerables a la alimentación, a la salud, a la vivienda digna y a una educación de calidad.",derecha
crear y regular un sistema de reservas estratégicas agroalimentarias.,izquierda
"méxico se debate en un escenario muy diferente al que prevaleció en el siglo xx, que requiere de una nueva visión de estado.",izquierda
"1.4.4 soberanía del estado sobre recursos energéticos y mineros, para su uso y explotación en consonancia con los intereses de las comunidades.",izquierda
"promover e impulsar la eliminación de los obstáculos que impiden a los adultos mayores tener acceso acréditos y seguros, solamente por causa de su edad.",derecha
crear un nuevo programa de prevención de trata de personas y de explotación sexual de mexicanas.,derecha
también sufre de inflamación crónica.,no_politico
objetivo 7: sistema penitenciario eficaz para la readaptación social,izquierda
"se necesitaba incluir, a parte de los partidos y los tres poderes, a otros importantes sectores de la sociedad; además un nuevo pacto es todo un proceso serio, con distintas etapas.",izquierda
"su grupo, el único compuesto íntegramente por mujeres en el pueblo, ha tocado incluso en parís, demostrando que el mariachi es también una voz de empoderamiento y orgullo.",no_politico
"visión: queremos un méxico en paz, que se apoye en una seguridad nacional del estado",derecha
"contar con una vivienda digna es un derecho social básico que además de brindar un resguardo fundamental, mejora la calidad de vida de las familias al cubrir sus necesidades básicas de protección.",izquierda
"reconocer el derecho a la educación de todos los habitantes del país, como un derecho exigible que cuente con mecanismos efectivos y expeditos de intervención del poder judicial ante cualquier incumplimiento.",izquierda
"asimismo, nuestro país cuenta con un potencial, aun por delimitar, de recursos de hidrocarburos prospectivos de gas y aceite en lutitas, cuantificados en 60.2 mmmbpce.",derecha
"depende el desarrollo de la biodiversidad, además de que garantiza la seguridad alimenticia del país.",izquierda
"dedicar mayores recursos para mejorar la infraestructura destinada a los servicios educativos, poniendo especial atención a los de las comunidades menos favorecidas.",izquierda
"en la temporada de lluvias, su ruta norte fluye principalmente sobre selvas intactas en guyana, surinam y el norte de brasil, manteniendo el sistema fuerte.",no_politico
"línea de acción 3 financiar, con recursos públicos y privados, infraestructura para el transporte de gas, particularmente gasoductos.",izquierda
"promover leyes y políticas públicas para garantizar el derecho de las mujeres a decidir sobre su cuerpo y a una salud sexual y reproductiva responsable, informada, ajena a prejuicios y respetuosa de sus decisiones.",derecha
aplicación real del sistema penal acusatorio.,derecha
"de ellos, el 99 por ciento radica en los estados unidos.",izquierda
"la política social no debe ser asistencialista, sino que debe ser motor de desarrollo económico.",derecha
2.4.fortalecer la transparencia de la acción pública.,izquierda
"no basta con tan solo generar un crecimiento, es necesario que éste se vea reflejado en el aumento del bienestar de la población, por ello es necesario",derecha
parece que llegamos en perfectas condiciones al arranque del mundial.,no_politico
2.35 reformar la ley de instituciones de crédito para consolidar la participación de la banca de desarrollo a nivel estatal y así promover el desarrollo regional.,derecha
es un buen lugar para verlos y recordar noches tan inolvidables como irreales.,no_politico
"a niveles mucho menores, el ruido produce malestar y dificulta o impide la atención, la comunicación, la concentración, el descanso y el sueño.",derecha
"combatir la trata de personas en sus diversas modalidades y establecer programas específicos de atención a las víctimas de estos delitos, proporcionándoles el apoyo necesario para su reinserción social.",izquierda
"4.2.5.2.establecer incentivos fiscales a través del impuesto sobre la renta, para volver 100 deducibles las donaciones a los bancos de alimentos.",izquierda
"en la historia de la humanidad este principio se ha convertido en un imperativo humano, social y económico de las naciones.",izquierda
